Hour,Heating Demand (kWh),Cooling Demand (kWh)
2600,0.5,0.0
2601,0.5,0.0
2602,0.5,0.0
2603,0.5,0.0
2604,0.5,0.0
2605,0.5,0.0
2606,0.5,0.0
2607,0.5,0.0
2608,0.5,0.0
2609,0.5,0.0
2610,0.5,0.0
2611,0.5,0.0
2612,0.5,0.0
2613,0.5,0.0
2614,0.5,0.0
2615,0.5,0.0
2616,0.5,0.0
2617,0.5,0.0
2618,0.5,0.0
2619,0.5,0.0
2620,0.5,0.0
2621,0.5,0.0
2622,0.5,0.0
2623,0.5,0.0
2624,0.5,0.0
2625,0.5,0.0
2626,0.5,0.0
2627,0.5,0.0
2628,0.5,0.0
2629,0.5,0.0
2630,0.5,0.0
2631,0.5,0.0
2632,0.5,0.0
2633,0.5,0.0
2634,0.5,0.0
2635,0.5,0.0
2636,0.5,0.0
2637,0.5,0.0
2638,0.5,0.0
2639,0.5,0.0
2640,0.5,0.0
2641,0.5,0.0
2642,0.5,0.0
2643,0.5,0.0
2644,0.5,0.0
2645,0.5,0.0
2646,0.5,0.0
2647,0.5,0.0
2648,0.5,0.0
2649,0.5,0.0
2650,0.5,0.0
2651,0.5,0.0
2652,0.5,0.0
2653,0.5,0.0
2654,0.5,0.0
2655,0.5,0.0
2656,0.5,0.0
2657,0.5,0.0
2658,0.5,0.0
2659,0.5,0.0
2660,0.5,0.0
2661,0.5,0.0
2662,0.5,0.0
2663,0.5,0.0
2664,0.5,0.0
2665,0.5,0.0
2666,0.5,0.0
2667,0.5,0.0
2668,0.5,0.0
2669,0.5,0.0
2670,0.5,0.0
2671,0.5,0.0
2672,0.5,0.0
2673,0.5,0.0
2674,0.5,0.0
2675,0.5,0.0
2676,0.5,0.0
2677,0.5,0.0
2678,0.5,0.0
2679,0.5,0.0
2680,0.5,0.0
2681,0.5,0.0
2682,0.5,0.0
2683,0.5,0.0
2684,0.5,0.0
2685,0.5,0.0
2686,0.5,0.0
2687,0.5,0.0
2688,0.5,0.0
2689,0.5,0.0
2690,0.5,0.0
2691,0.5,0.0
2692,0.5,0.0
2693,0.5,0.0
2694,0.5,0.0
2695,0.5,0.0
2696,0.5,0.0
2697,0.5,0.0
2698,0.5,0.0
2699,0.5,0.0
2700,0.5,0.0
2701,0.5,0.0
2702,0.5,0.0
2703,0.5,0.0
2704,0.5,0.0
2705,0.5,0.0
2706,0.5,0.0
2707,0.5,0.0
2708,0.5,0.0
2709,0.5,0.0
2710,0.5,0.0
2711,0.5,0.0
2712,0.5,0.0
2713,0.5,0.0
2714,0.5,0.0
2715,0.5,0.0
2716,0.5,0.0
2717,0.5,0.0
2718,0.5,0.0
2719,0.5,0.0
2720,0.5,0.0
2721,0.5,0.0
2722,0.5,0.0
2723,0.5,0.0
2724,0.5,0.0
2725,0.5,0.0
2726,0.5,0.0
2727,0.5,0.0
2728,0.5,0.0
2729,0.5,0.0
2730,0.5,0.0
2731,0.5,0.0
2732,0.5,0.0
2733,0.5,0.0
2734,0.5,0.0
2735,0.5,0.0
2736,0.5,0.0
2737,0.5,0.0
2738,0.5,0.0
2739,0.5,0.0
2740,0.5,0.0
2741,0.5,0.0
2742,0.5,0.0
2743,0.5,0.0
2744,0.5,0.0
2745,0.5,0.0
2746,0.5,0.0
2747,0.5,0.0
2748,0.5,0.0
2749,0.5,0.0
2750,0.5,0.0
2751,0.5,0.0
2752,0.5,0.0
2753,0.5,0.0
2754,0.5,0.0
2755,0.5,0.0
2756,0.5,0.0
2757,0.5,0.0
2758,0.5,0.0
2759,0.5,0.0
2760,0.5,0.0
2761,0.5,0.0
2762,0.5,0.0
2763,0.5,0.0
2764,0.5,0.0
2765,0.5,0.0
2766,0.5,0.0
2767,0.5,0.0
2768,0.5,0.0
2769,0.5,0.0
2770,0.5,0.0
2771,0.5,0.0
2772,0.5,0.0
2773,0.5,0.0
2774,0.5,0.0
2775,0.5,0.0
2776,0.5,0.0
2777,0.5,0.0
2778,0.5,0.0
2779,0.5,0.0
2780,0.5,0.0
2781,0.5,0.0
2782,0.5,0.0
2783,0.5,0.0
2784,0.5,0.0
2785,0.5,0.0
2786,0.5,0.0
2787,0.5,0.0
2788,0.5,0.0
2789,0.5,0.0
2790,0.5,0.0
2791,0.5,0.0
2792,0.5,0.0
2793,0.5,0.0
2794,0.5,0.0
2795,0.5,0.0
2796,0.5,0.0
2797,0.5,0.0
2798,0.5,0.0
2799,0.5,0.0
2800,0.5,0.0
2801,0.5,0.0
2802,0.5,0.0
2803,0.5,0.0
2804,0.5,0.0
2805,0.5,0.0
2806,0.5,0.0
2807,0.5,0.0
2808,0.5,0.0
2809,0.5,0.0
2810,0.5,0.0
2811,0.5,0.0
2812,0.5,0.0
2813,0.5,0.0
2814,0.5,0.0
2815,0.5,0.0
2816,0.5,0.0
2817,0.5,0.0
2818,0.5,0.0
2819,0.5,0.0
2820,0.5,0.0
2821,0.5,0.0
2822,0.5,0.0
2823,0.5,0.0
2824,0.5,0.0
2825,0.5,0.0
2826,0.5,0.0
2827,0.5,0.0
2828,0.5,0.0
2829,0.5,0.0
2830,0.5,0.0
2831,0.5,0.0
2832,0.5,0.0
2833,0.5,0.0
2834,0.5,0.0
2835,0.5,0.0
2836,0.5,0.0
2837,0.5,0.0
2838,0.5,0.0
2839,0.5,0.0
2840,0.5,0.0
2841,0.5,0.0
2842,0.5,0.0
2843,0.5,0.0
2844,0.5,0.0
2845,0.5,0.0
2846,0.5,0.0
2847,0.5,0.0
2848,0.5,0.0
2849,0.5,0.0
2850,0.5,0.0
2851,0.5,0.0
2852,0.5,0.0
2853,0.5,0.0
2854,0.5,0.0
2855,0.5,0.0
2856,0.5,0.0
2857,0.5,0.0
2858,0.5,0.0
2859,0.5,0.0
2860,0.5,0.0
2861,0.5,0.0
2862,0.5,0.0
2863,0.5,0.0
2864,0.5,0.0
2865,0.5,0.0
2866,0.5,0.0
2867,0.5,0.0
2868,0.5,0.0
2869,0.5,0.0
2870,0.5,0.0
2871,0.5,0.0
2872,0.5,0.0
2873,0.5,0.0
2874,0.5,0.0
2875,0.5,0.0
2876,0.5,0.0
2877,0.5,0.0
2878,0.5,0.0
2879,0.5,0.0
2880,0.5,1.3
2881,0.5,1.38
2882,0.5,1.46
2883,0.5,1.54
2884,0.5,1.62
2885,0.5,1.7
2886,0.5,1.78
2887,0.5,1.8599999999999999
2888,0.5,1.94
2889,0.5,2.02
2890,0.5,2.1
2891,0.5,2.18
2892,0.5,2.26
2893,0.5,2.34
2894,0.5,2.42
2895,0.5,2.5
2896,0.5,2.42
2897,0.5,2.34
2898,0.5,2.26
2899,0.5,2.18
2900,0.5,2.1
2901,0.5,2.02
2902,0.5,1.94
2903,0.5,1.8599999999999999
2904,0.5,1.3
2905,0.5,1.38
2906,0.5,1.46
2907,0.5,1.54
2908,0.5,1.62
2909,0.5,1.7
2910,0.5,1.78
2911,0.5,1.8599999999999999
2912,0.5,1.94
2913,0.5,2.02
2914,0.5,2.1
2915,0.5,2.18
2916,0.5,2.26
2917,0.5,2.34
2918,0.5,2.42
2919,0.5,2.5
2920,0.5,2.42
2921,0.5,2.34
2922,0.5,2.26
2923,0.5,2.18
2924,0.5,2.1
2925,0.5,2.02
2926,0.5,1.94
2927,0.5,1.8599999999999999
2928,0.5,1.3
2929,0.5,1.38
2930,0.5,1.46
2931,0.5,1.54
2932,0.5,1.62
2933,0.5,1.7
2934,0.5,1.78
2935,0.5,1.8599999999999999
2936,0.5,1.94
2937,0.5,2.02
2938,0.5,2.1
2939,0.5,2.18
2940,0.5,2.26
2941,0.5,2.34
2942,0.5,2.42
2943,0.5,2.5
2944,0.5,2.42
2945,0.5,2.34
2946,0.5,2.26
2947,0.5,2.18
2948,0.5,2.1
2949,0.5,2.02
2950,0.5,1.94
2951,0.5,1.8599999999999999
2952,0.5,1.3
2953,0.5,1.38
2954,0.5,1.46
2955,0.5,1.54
2956,0.5,1.62
2957,0.5,1.7
2958,0.5,1.78
2959,0.5,1.8599999999999999
2960,0.5,1.94
2961,0.5,2.02
2962,0.5,2.1
2963,0.5,2.18
2964,0.5,2.26
2965,0.5,2.34
2966,0.5,2.42
2967,0.5,2.5
2968,0.5,2.42
2969,0.5,2.34
2970,0.5,2.26
2971,0.5,2.18
2972,0.5,2.1
2973,0.5,2.02
2974,0.5,1.94
2975,0.5,1.8599999999999999
2976,0.5,1.3
2977,0.5,1.38
2978,0.5,1.46
2979,0.5,1.54
2980,0.5,1.62
2981,0.5,1.7
2982,0.5,1.78
2983,0.5,1.8599999999999999
2984,0.5,1.94
2985,0.5,2.02
2986,0.5,2.1
2987,0.5,2.18
2988,0.5,2.26
2989,0.5,2.34
2990,0.5,2.42
2991,0.5,2.5
2992,0.5,2.42
2993,0.5,2.34
2994,0.5,2.26
2995,0.5,2.18
2996,0.5,2.1
2997,0.5,2.02
2998,0.5,1.94
2999,0.5,1.8599999999999999
3000,0.5,1.3
3001,0.5,1.38
3002,0.5,1.46
3003,0.5,1.54
3004,0.5,1.62
3005,0.5,1.7
3006,0.5,1.78
3007,0.5,1.8599999999999999
3008,0.5,1.94
3009,0.5,2.02
3010,0.5,2.1
3011,0.5,2.18
3012,0.5,2.26
3013,0.5,2.34
3014,0.5,2.42
3015,0.5,2.5
3016,0.5,2.42
3017,0.5,2.34
3018,0.5,2.26
3019,0.5,2.18
3020,0.5,2.1
3021,0.5,2.02
3022,0.5,1.94
3023,0.5,1.8599999999999999
3024,0.5,1.3
3025,0.5,1.38
3026,0.5,1.46
3027,0.5,1.54
3028,0.5,1.62
3029,0.5,1.7
3030,0.5,1.78
3031,0.5,1.8599999999999999
3032,0.5,1.94
3033,0.5,2.02
3034,0.5,2.1
3035,0.5,2.18
3036,0.5,2.26
3037,0.5,2.34
3038,0.5,2.42
3039,0.5,2.5
3040,0.5,2.42
3041,0.5,2.34
3042,0.5,2.26
3043,0.5,2.18
3044,0.5,2.1
3045,0.5,2.02
3046,0.5,1.94
3047,0.5,1.8599999999999999
3048,0.5,1.3
3049,0.5,1.38
3050,0.5,1.46
3051,0.5,1.54
3052,0.5,1.62
3053,0.5,1.7
3054,0.5,1.78
3055,0.5,1.8599999999999999
3056,0.5,1.94
3057,0.5,2.02
3058,0.5,2.1
3059,0.5,2.18
3060,0.5,2.26
3061,0.5,2.34
3062,0.5,2.42
3063,0.5,2.5
3064,0.5,2.42
3065,0.5,2.34
3066,0.5,2.26
3067,0.5,2.18
3068,0.5,2.1
3069,0.5,2.02
3070,0.5,1.94
3071,0.5,1.8599999999999999
3072,0.5,1.3
3073,0.5,1.38
3074,0.5,1.46
3075,0.5,1.54
3076,0.5,1.62
3077,0.5,1.7
3078,0.5,1.78
3079,0.5,1.8599999999999999
3080,0.5,1.94
3081,0.5,2.02
3082,0.5,2.1
3083,0.5,2.18
3084,0.5,2.26
3085,0.5,2.34
3086,0.5,2.42
3087,0.5,2.5
3088,0.5,2.42
3089,0.5,2.34
3090,0.5,2.26
3091,0.5,2.18
3092,0.5,2.1
3093,0.5,2.02
3094,0.5,1.94
3095,0.5,1.8599999999999999
3096,0.5,1.3
3097,0.5,1.38
3098,0.5,1.46
3099,0.5,1.54
3100,0.5,1.62
3101,0.5,1.7
3102,0.5,1.78
3103,0.5,1.8599999999999999
3104,0.5,1.94
3105,0.5,2.02
3106,0.5,2.1
3107,0.5,2.18
3108,0.5,2.26
3109,0.5,2.34
3110,0.5,2.42
3111,0.5,2.5
3112,0.5,2.42
3113,0.5,2.34
3114,0.5,2.26
3115,0.5,2.18
3116,0.5,2.1
3117,0.5,2.02
3118,0.5,1.94
3119,0.5,1.8599999999999999
3120,0.5,1.3
3121,0.5,1.38
3122,0.5,1.46
3123,0.5,1.54
3124,0.5,1.62
3125,0.5,1.7
3126,0.5,1.78
3127,0.5,1.8599999999999999
3128,0.5,1.94
3129,0.5,2.02
3130,0.5,2.1
3131,0.5,2.18
3132,0.5,2.26
3133,0.5,2.34
3134,0.5,2.42
3135,0.5,2.5
3136,0.5,2.42
3137,0.5,2.34
3138,0.5,2.26
3139,0.5,2.18
3140,0.5,2.1
3141,0.5,2.02
3142,0.5,1.94
3143,0.5,1.8599999999999999
3144,0.5,1.3
3145,0.5,1.38
3146,0.5,1.46
3147,0.5,1.54
3148,0.5,1.62
3149,0.5,1.7
3150,0.5,1.78
3151,0.5,1.8599999999999999
3152,0.5,1.94
3153,0.5,2.02
3154,0.5,2.1
3155,0.5,2.18
3156,0.5,2.26
3157,0.5,2.34
3158,0.5,2.42
3159,0.5,2.5
3160,0.5,2.42
3161,0.5,2.34
3162,0.5,2.26
3163,0.5,2.18
3164,0.5,2.1
3165,0.5,2.02
3166,0.5,1.94
3167,0.5,1.8599999999999999
3168,0.5,1.3
3169,0.5,1.38
3170,0.5,1.46
3171,0.5,1.54
3172,0.5,1.62
3173,0.5,1.7
3174,0.5,1.78
3175,0.5,1.8599999999999999
3176,0.5,1.94
3177,0.5,2.02
3178,0.5,2.1
3179,0.5,2.18
3180,0.5,2.26
3181,0.5,2.34
3182,0.5,2.42
3183,0.5,2.5
3184,0.5,2.42
3185,0.5,2.34
3186,0.5,2.26
3187,0.5,2.18
3188,0.5,2.1
3189,0.5,2.02
3190,0.5,1.94
3191,0.5,1.8599999999999999
3192,0.5,1.3
3193,0.5,1.38
3194,0.5,1.46
3195,0.5,1.54
3196,0.5,1.62
3197,0.5,1.7
3198,0.5,1.78
3199,0.5,1.8599999999999999
3200,0.5,1.94
3201,0.5,2.02
3202,0.5,2.1
3203,0.5,2.18
3204,0.5,2.26
3205,0.5,2.34
3206,0.5,2.42
3207,0.5,2.5
3208,0.5,2.42
3209,0.5,2.34
3210,0.5,2.26
3211,0.5,2.18
3212,0.5,2.1
3213,0.5,2.02
3214,0.5,1.94
3215,0.5,1.8599999999999999
3216,0.5,1.3
3217,0.5,1.38
3218,0.5,1.46
3219,0.5,1.54
3220,0.5,1.62
3221,0.5,1.7
3222,0.5,1.78
3223,0.5,1.8599999999999999
3224,0.5,1.94
3225,0.5,2.02
3226,0.5,2.1
3227,0.5,2.18
3228,0.5,2.26
3229,0.5,2.34
3230,0.5,2.42
3231,0.5,2.5
3232,0.5,2.42
3233,0.5,2.34
3234,0.5,2.26
3235,0.5,2.18
3236,0.5,2.1
3237,0.5,2.02
3238,0.5,1.94
3239,0.5,1.8599999999999999
3240,0.5,1.3
3241,0.5,1.38
3242,0.5,1.46
3243,0.5,1.54
3244,0.5,1.62
3245,0.5,1.7
3246,0.5,1.78
3247,0.5,1.8599999999999999
3248,0.5,1.94
3249,0.5,2.02
3250,0.5,2.1
3251,0.5,2.18
3252,0.5,2.26
3253,0.5,2.34
3254,0.5,2.42
3255,0.5,2.5
3256,0.5,2.42
3257,0.5,2.34
3258,0.5,2.26
3259,0.5,2.18
3260,0.5,2.1
3261,0.5,2.02
3262,0.5,1.94
3263,0.5,1.8599999999999999
3264,0.5,1.3
3265,0.5,1.38
3266,0.5,1.46
3267,0.5,1.54
3268,0.5,1.62
3269,0.5,1.7
3270,0.5,1.78
3271,0.5,1.8599999999999999
3272,0.5,1.94
3273,0.5,2.02
3274,0.5,2.1
3275,0.5,2.18
3276,0.5,2.26
3277,0.5,2.34
3278,0.5,2.42
3279,0.5,2.5
3280,0.5,2.42
3281,0.5,2.34
3282,0.5,2.26
3283,0.5,2.18
3284,0.5,2.1
3285,0.5,2.02
3286,0.5,1.94
3287,0.5,1.8599999999999999
3288,0.5,1.3
3289,0.5,1.38
3290,0.5,1.46
3291,0.5,1.54
3292,0.5,1.62
3293,0.5,1.7
3294,0.5,1.78
3295,0.5,1.8599999999999999
3296,0.5,1.94
3297,0.5,2.02
3298,0.5,2.1
3299,0.5,2.18
3300,0.5,2.26
3301,0.5,2.34
3302,0.5,2.42
3303,0.5,2.5
3304,0.5,2.42
3305,0.5,2.34
3306,0.5,2.26
3307,0.5,2.18
3308,0.5,2.1
3309,0.5,2.02
3310,0.5,1.94
3311,0.5,1.8599999999999999
3312,0.5,1.3
3313,0.5,1.38
3314,0.5,1.46
3315,0.5,1.54
3316,0.5,1.62
3317,0.5,1.7
3318,0.5,1.78
3319,0.5,1.8599999999999999
3320,0.5,1.94
3321,0.5,2.02
3322,0.5,2.1
3323,0.5,2.18
3324,0.5,2.26
3325,0.5,2.34
3326,0.5,2.42
3327,0.5,2.5
3328,0.5,2.42
3329,0.5,2.34
3330,0.5,2.26
3331,0.5,2.18
3332,0.5,2.1
3333,0.5,2.02
3334,0.5,1.94
3335,0.5,1.8599999999999999
3336,0.5,1.3
3337,0.5,1.38
3338,0.5,1.46
3339,0.5,1.54
3340,0.5,1.62
3341,0.5,1.7
3342,0.5,1.78
3343,0.5,1.8599999999999999
3344,0.5,1.94
3345,0.5,2.02
3346,0.5,2.1
3347,0.5,2.18
3348,0.5,2.26
3349,0.5,2.34
3350,0.5,2.42
3351,0.5,2.5
3352,0.5,2.42
3353,0.5,2.34
3354,0.5,2.26
3355,0.5,2.18
3356,0.5,2.1
3357,0.5,2.02
3358,0.5,1.94
3359,0.5,1.8599999999999999
3360,0.5,1.3
3361,0.5,1.38
3362,0.5,1.46
3363,0.5,1.54
3364,0.5,1.62
3365,0.5,1.7
3366,0.5,1.78
3367,0.5,1.8599999999999999
3368,0.5,1.94
3369,0.5,2.02
3370,0.5,2.1
3371,0.5,2.18
3372,0.5,2.26
3373,0.5,2.34
3374,0.5,2.42
3375,0.5,2.5
3376,0.5,2.42
3377,0.5,2.34
3378,0.5,2.26
3379,0.5,2.18
3380,0.5,2.1
3381,0.5,2.02
3382,0.5,1.94
3383,0.5,1.8599999999999999
3384,0.5,1.3
3385,0.5,1.38
3386,0.5,1.46
3387,0.5,1.54
3388,0.5,1.62
3389,0.5,1.7
3390,0.5,1.78
3391,0.5,1.8599999999999999
3392,0.5,1.94
3393,0.5,2.02
3394,0.5,2.1
3395,0.5,2.18
3396,0.5,2.26
3397,0.5,2.34
3398,0.5,2.42
3399,0.5,2.5
3400,0.5,2.42
3401,0.5,2.34
3402,0.5,2.26
3403,0.5,2.18
3404,0.5,2.1
3405,0.5,2.02
3406,0.5,1.94
3407,0.5,1.8599999999999999
3408,0.5,1.3
3409,0.5,1.38
3410,0.5,1.46
3411,0.5,1.54
3412,0.5,1.62
3413,0.5,1.7
3414,0.5,1.78
3415,0.5,1.8599999999999999
3416,0.5,1.94
3417,0.5,2.02
3418,0.5,2.1
3419,0.5,2.18
3420,0.5,2.26
3421,0.5,2.34
3422,0.5,2.42
3423,0.5,2.5
3424,0.5,2.42
3425,0.5,2.34
3426,0.5,2.26
3427,0.5,2.18
3428,0.5,2.1
3429,0.5,2.02
3430,0.5,1.94
3431,0.5,1.8599999999999999
3432,0.5,1.3
3433,0.5,1.38
3434,0.5,1.46
3435,0.5,1.54
3436,0.5,1.62
3437,0.5,1.7
3438,0.5,1.78
3439,0.5,1.8599999999999999
3440,0.5,1.94
3441,0.5,2.02
3442,0.5,2.1
3443,0.5,2.18
3444,0.5,2.26
3445,0.5,2.34
3446,0.5,2.42
3447,0.5,2.5
3448,0.5,2.42
3449,0.5,2.34
3450,0.5,2.26
3451,0.5,2.18
3452,0.5,2.1
3453,0.5,2.02
3454,0.5,1.94
3455,0.5,1.8599999999999999
3456,0.5,1.3
3457,0.5,1.38
3458,0.5,1.46
3459,0.5,1.54
3460,0.5,1.62
3461,0.5,1.7
3462,0.5,1.78
3463,0.5,1.8599999999999999
3464,0.5,1.94
3465,0.5,2.02
3466,0.5,2.1
3467,0.5,2.18
3468,0.5,2.26
3469,0.5,2.34
3470,0.5,2.42
3471,0.5,2.5
3472,0.5,2.42
3473,0.5,2.34
3474,0.5,2.26
3475,0.5,2.18
3476,0.5,2.1
3477,0.5,2.02
3478,0.5,1.94
3479,0.5,1.8599999999999999
3480,0.5,1.3
3481,0.5,1.38
3482,0.5,1.46
3483,0.5,1.54
3484,0.5,1.62
3485,0.5,1.7
3486,0.5,1.78
3487,0.5,1.8599999999999999
3488,0.5,1.94
3489,0.5,2.02
3490,0.5,2.1
3491,0.5,2.18
3492,0.5,2.26
3493,0.5,2.34
3494,0.5,2.42
3495,0.5,2.5
3496,0.5,2.42
3497,0.5,2.34
3498,0.5,2.26
3499,0.5,2.18
3500,0.5,2.1
3501,0.5,2.02
3502,0.5,1.94
3503,0.5,1.8599999999999999
3504,0.5,1.3
3505,0.5,1.38
3506,0.5,1.46
3507,0.5,1.54
3508,0.5,1.62
3509,0.5,1.7
3510,0.5,1.78
3511,0.5,1.8599999999999999
3512,0.5,1.94
3513,0.5,2.02
3514,0.5,2.1
3515,0.5,2.18
3516,0.5,2.26
3517,0.5,2.34
3518,0.5,2.42
3519,0.5,2.5
3520,0.5,2.42
3521,0.5,2.34
3522,0.5,2.26
3523,0.5,2.18
3524,0.5,2.1
3525,0.5,2.02
3526,0.5,1.94
3527,0.5,1.8599999999999999
3528,0.5,1.3
3529,0.5,1.38
3530,0.5,1.46
3531,0.5,1.54
3532,0.5,1.62
3533,0.5,1.7
3534,0.5,1.78
3535,0.5,1.8599999999999999
3536,0.5,1.94
3537,0.5,2.02
3538,0.5,2.1
3539,0.5,2.18
3540,0.5,2.26
3541,0.5,2.34
3542,0.5,2.42
3543,0.5,2.5
3544,0.5,2.42
3545,0.5,2.34
3546,0.5,2.26
3547,0.5,2.18
3548,0.5,2.1
3549,0.5,2.02
3550,0.5,1.94
3551,0.5,1.8599999999999999
3552,0.5,1.3
3553,0.5,1.38
3554,0.5,1.46
3555,0.5,1.54
3556,0.5,1.62
3557,0.5,1.7
3558,0.5,1.78
3559,0.5,1.8599999999999999
3560,0.5,1.94
3561,0.5,2.02
3562,0.5,2.1
3563,0.5,2.18
3564,0.5,2.26
3565,0.5,2.34
3566,0.5,2.42
3567,0.5,2.5
3568,0.5,2.42
3569,0.5,2.34
3570,0.5,2.26
3571,0.5,2.18
3572,0.5,2.1
3573,0.5,2.02
3574,0.5,1.94
3575,0.5,1.8599999999999999
3576,0.5,1.3
3577,0.5,1.38
3578,0.5,1.46
3579,0.5,1.54
3580,0.5,1.62
3581,0.5,1.7
3582,0.5,1.78
3583,0.5,1.8599999999999999
3584,0.5,1.94
3585,0.5,2.02
3586,0.5,2.1
3587,0.5,2.18
3588,0.5,2.26
3589,0.5,2.34
3590,0.5,2.42
3591,0.5,2.5
3592,0.5,2.42
3593,0.5,2.34
3594,0.5,2.26
3595,0.5,2.18
3596,0.5,2.1
3597,0.5,2.02
3598,0.5,1.94
3599,0.5,1.8599999999999999
3600,0.5,2.0
3601,0.5,2.0999999999999996
3602,0.5,2.2
3603,0.5,2.3
3604,0.5,2.4
3605,0.5,2.5
3606,0.5,2.6
3607,0.5,2.7
3608,0.5,2.8
3609,0.5,2.9
3610,0.5,3.0
3611,0.5,3.1
3612,0.5,3.2
3613,0.5,3.3
3614,0.5,3.4
3615,0.5,3.5
3616,0.5,3.4
3617,0.5,3.3
3618,0.5,3.2
3619,0.5,3.1
3620,0.5,3.0
3621,0.5,2.9
3622,0.5,2.8
3623,0.5,2.7
3624,0.5,2.0
3625,0.5,2.0999999999999996
3626,0.5,2.2
3627,0.5,2.3
3628,0.5,2.4
3629,0.5,2.5
3630,0.5,2.6
3631,0.5,2.7
3632,0.5,2.8
3633,0.5,2.9
3634,0.5,3.0
3635,0.5,3.1
3636,0.5,3.2
3637,0.5,3.3
3638,0.5,3.4
3639,0.5,3.5
3640,0.5,3.4
3641,0.5,3.3
3642,0.5,3.2
3643,0.5,3.1
3644,0.5,3.0
3645,0.5,2.9
3646,0.5,2.8
3647,0.5,2.7
3648,0.5,2.0
3649,0.5,2.0999999999999996
3650,0.5,2.2
3651,0.5,2.3
3652,0.5,2.4
3653,0.5,2.5
3654,0.5,2.6
3655,0.5,2.7
3656,0.5,2.8
3657,0.5,2.9
3658,0.5,3.0
3659,0.5,3.1
3660,0.5,3.2
3661,0.5,3.3
3662,0.5,3.4
3663,0.5,3.5
3664,0.5,3.4
3665,0.5,3.3
3666,0.5,3.2
3667,0.5,3.1
3668,0.5,3.0
3669,0.5,2.9
3670,0.5,2.8
3671,0.5,2.7
3672,0.5,2.0
3673,0.5,2.0999999999999996
3674,0.5,2.2
3675,0.5,2.3
3676,0.5,2.4
3677,0.5,2.5
3678,0.5,2.6
3679,0.5,2.7
3680,0.5,2.8
3681,0.5,2.9
3682,0.5,3.0
3683,0.5,3.1
3684,0.5,3.2
3685,0.5,3.3
3686,0.5,3.4
3687,0.5,3.5
3688,0.5,3.4
3689,0.5,3.3
3690,0.5,3.2
3691,0.5,3.1
3692,0.5,3.0
3693,0.5,2.9
3694,0.5,2.8
3695,0.5,2.7
3696,0.5,2.0
3697,0.5,2.0999999999999996
3698,0.5,2.2
3699,0.5,2.3
3700,0.5,2.4
3701,0.5,2.5
3702,0.5,2.6
3703,0.5,2.7
3704,0.5,2.8
3705,0.5,2.9
3706,0.5,3.0
3707,0.5,3.1
3708,0.5,3.2
3709,0.5,3.3
3710,0.5,3.4
3711,0.5,3.5
3712,0.5,3.4
3713,0.5,3.3
3714,0.5,3.2
3715,0.5,3.1
3716,0.5,3.0
3717,0.5,2.9
3718,0.5,2.8
3719,0.5,2.7
3720,0.5,2.0
3721,0.5,2.0999999999999996
3722,0.5,2.2
3723,0.5,2.3
3724,0.5,2.4
3725,0.5,2.5
3726,0.5,2.6
3727,0.5,2.7
3728,0.5,2.8
3729,0.5,2.9
3730,0.5,3.0
3731,0.5,3.1
3732,0.5,3.2
3733,0.5,3.3
3734,0.5,3.4
3735,0.5,3.5
3736,0.5,3.4
3737,0.5,3.3
3738,0.5,3.2
3739,0.5,3.1
3740,0.5,3.0
3741,0.5,2.9
3742,0.5,2.8
3743,0.5,2.7
3744,0.5,2.0
3745,0.5,2.0999999999999996
3746,0.5,2.2
3747,0.5,2.3
3748,0.5,2.4
3749,0.5,2.5
3750,0.5,2.6
3751,0.5,2.7
3752,0.5,2.8
3753,0.5,2.9
3754,0.5,3.0
3755,0.5,3.1
3756,0.5,3.2
3757,0.5,3.3
3758,0.5,3.4
3759,0.5,3.5
3760,0.5,3.4
3761,0.5,3.3
3762,0.5,3.2
3763,0.5,3.1
3764,0.5,3.0
3765,0.5,2.9
3766,0.5,2.8
3767,0.5,2.7
3768,0.5,2.0
3769,0.5,2.0999999999999996
3770,0.5,2.2
3771,0.5,2.3
3772,0.5,2.4
3773,0.5,2.5
3774,0.5,2.6
3775,0.5,2.7
3776,0.5,2.8
3777,0.5,2.9
3778,0.5,3.0
3779,0.5,3.1
3780,0.5,3.2
3781,0.5,3.3
3782,0.5,3.4
3783,0.5,3.5
3784,0.5,3.4
3785,0.5,3.3
3786,0.5,3.2
3787,0.5,3.1
3788,0.5,3.0
3789,0.5,2.9
3790,0.5,2.8
3791,0.5,2.7
3792,0.5,2.0
3793,0.5,2.0999999999999996
3794,0.5,2.2
3795,0.5,2.3
3796,0.5,2.4
3797,0.5,2.5
3798,0.5,2.6
3799,0.5,2.7
3800,0.5,2.8
3801,0.5,2.9
3802,0.5,3.0
3803,0.5,3.1
3804,0.5,3.2
3805,0.5,3.3
3806,0.5,3.4
3807,0.5,3.5
3808,0.5,3.4
3809,0.5,3.3
3810,0.5,3.2
3811,0.5,3.1
3812,0.5,3.0
3813,0.5,2.9
3814,0.5,2.8
3815,0.5,2.7
3816,0.5,2.0
3817,0.5,2.0999999999999996
3818,0.5,2.2
3819,0.5,2.3
3820,0.5,2.4
3821,0.5,2.5
3822,0.5,2.6
3823,0.5,2.7
3824,0.5,2.8
3825,0.5,2.9
3826,0.5,3.0
3827,0.5,3.1
3828,0.5,3.2
3829,0.5,3.3
3830,0.5,3.4
3831,0.5,3.5
3832,0.5,3.4
3833,0.5,3.3
3834,0.5,3.2
3835,0.5,3.1
3836,0.5,3.0
3837,0.5,2.9
